Sprs_0001	len=368	ExpAA=88.22	First60=0.00	PredHel=4	Topology=i85-107o117-134i190-212o250-272i
Sprs_0945	len=195	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0946	len=260	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0947	len=94	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0948	len=494	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0949	len=385	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0950	len=113	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_0951	len=268	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0952	len=537	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0953	len=1847	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Sprs_0954	len=209	ExpAA=20.61	First60=20.61	PredHel=1	Topology=i7-29o
Sprs_0955	len=477	ExpAA=0.84	First60=0.03	PredHel=0	Topology=o
Sprs_0956	len=346	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0957	len=160	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
Sprs_0958	len=1003	ExpAA=4.58	First60=0.00	PredHel=0	Topology=o
Sprs_0959	len=553	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Sprs_0960	len=1050	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_0961	len=218	ExpAA=2.81	First60=2.81	PredHel=0	Topology=o
Sprs_0962	len=1817	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0963	len=794	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0964	len=1019	ExpAA=254.31	First60=18.48	PredHel=12	Topology=i12-34o272-294i301-323o343-365i595-617o637-659i687-709o719-738i802-824o837-859i876-898o913-935i
Sprs_0965	len=1490	ExpAA=18.35	First60=0.00	PredHel=1	Topology=i172-194o
Sprs_0966	len=143	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0967	len=695	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
Sprs_0968	len=189	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_0969	len=533	ExpAA=1.72	First60=0.96	PredHel=0	Topology=o
Sprs_0970	len=226	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0971	len=1757	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_0972	len=731	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0973	len=1571	ExpAA=20.92	First60=0.00	PredHel=1	Topology=o1525-1544i
Sprs_0974	len=635	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Sprs_0975	len=602	ExpAA=0.37	First60=0.37	PredHel=0	Topology=o
Sprs_0976	len=269	ExpAA=142.55	First60=36.89	PredHel=6	Topology=i12-34o73-95i116-135o155-177i186-208o223-242i
Sprs_0977	len=507	ExpAA=0.22	First60=0.22	PredHel=0	Topology=o
Sprs_0978	len=98	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
Sprs_0979	len=305	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0980	len=350	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0981	len=379	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
Sprs_0982	len=375	ExpAA=18.34	First60=18.01	PredHel=1	Topology=i13-35o
Sprs_0983	len=678	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0984	len=632	ExpAA=21.21	First60=21.11	PredHel=1	Topology=i16-38o
Sprs_0985	len=254	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0986	len=709	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0987	len=500	ExpAA=0.11	First60=0.01	PredHel=0	Topology=o
Sprs_0988	len=530	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_0989	len=170	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0990	len=101	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0991	len=125	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0992	len=423	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
Sprs_0993	len=263	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0994	len=105	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0995	len=141	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0996	len=588	ExpAA=1.28	First60=1.27	PredHel=0	Topology=o
Sprs_0997	len=246	ExpAA=3.92	First60=3.90	PredHel=0	Topology=o
Sprs_0998	len=88	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0999	len=397	ExpAA=3.13	First60=3.02	PredHel=0	Topology=o
Sprs_1000	len=289	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_1001	len=277	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1002	len=769	ExpAA=27.88	First60=0.97	PredHel=1	Topology=o600-622i
Sprs_1003	len=1079	ExpAA=208.31	First60=0.00	PredHel=8	Topology=i137-159o169-191i334-356o376-398i862-884o965-987i1008-1025o1035-1057i
Sprs_1004	len=456	ExpAA=112.52	First60=6.60	PredHel=5	Topology=o226-248i268-287o297-314i321-343o358-380i
Sprs_1005	len=916	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1006	len=316	ExpAA=0.49	First60=0.00	PredHel=0	Topology=o
Sprs_1007	len=463	ExpAA=10.28	First60=10.24	PredHel=0	Topology=o
Sprs_1008	len=488	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_1009	len=772	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_1010	len=342	ExpAA=40.44	First60=38.07	PredHel=2	Topology=o4-23i36-58o
Sprs_1011	len=1041	ExpAA=0.46	First60=0.00	PredHel=0	Topology=o
Sprs_1012	len=538	ExpAA=1.87	First60=0.00	PredHel=0	Topology=o
Sprs_1013	len=400	ExpAA=0.80	First60=0.78	PredHel=0	Topology=o
Sprs_1014	len=602	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_1015	len=921	ExpAA=107.86	First60=0.00	PredHel=4	Topology=o473-495i508-530o550-572i684-703o
Sprs_1016	len=305	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1017	len=1974	ExpAA=0.20	First60=0.01	PredHel=0	Topology=o
Sprs_1018	len=303	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_1019	len=642	ExpAA=111.72	First60=18.66	PredHel=4	Topology=o56-78i158-180o219-241i276-298o
Sprs_1020	len=1326	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_1021	len=2142	ExpAA=1.85	First60=0.01	PredHel=0	Topology=o
Sprs_1022	len=308	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1023	len=187	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Sprs_1024	len=1007	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1025	len=766	ExpAA=0.06	First60=0.04	PredHel=0	Topology=o
Sprs_1026	len=766	ExpAA=0.19	First60=0.19	PredHel=0	Topology=o
Sprs_1027	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_1028	len=577	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1029	len=923	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1030	len=190	ExpAA=87.59	First60=22.39	PredHel=4	Topology=o15-32i53-75o115-137i150-172o
Sprs_1031	len=258	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1032	len=203	ExpAA=1.08	First60=1.08	PredHel=0	Topology=o
Sprs_1033	len=221	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1034	len=669	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1035	len=823	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1036	len=589	ExpAA=204.37	First60=0.00	PredHel=9	Topology=o215-237i250-272o287-309i316-338o358-380i392-414o477-499i519-538o543-565i
Sprs_1037	len=462	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1038	len=352	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1039	len=681	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1040	len=369	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1041	len=1683	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_1042	len=761	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1043	len=497	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_1044	len=257	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1045	len=571	ExpAA=192.06	First60=22.65	PredHel=8	Topology=i125-147o212-229i242-260o300-319i366-388o432-454i488-510o515-534i
Sprs_1046	len=602	ExpAA=256.24	First60=6.36	PredHel=10	Topology=i53-75o90-112i183-205o209-231i301-323o357-379i477-496o506-528i533-555o565-587i
Sprs_1047	len=335	ExpAA=1.99	First60=0.00	PredHel=0	Topology=o
Sprs_1048	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1049	len=250	ExpAA=0.63	First60=0.63	PredHel=0	Topology=o
Sprs_1050	len=562	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1051	len=586	ExpAA=0.50	First60=0.41	PredHel=0	Topology=o
Sprs_1052	len=1328	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_1053	len=161	ExpAA=13.14	First60=13.12	PredHel=0	Topology=o
Sprs_1054	len=560	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_1055	len=1185	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Sprs_1056	len=98	ExpAA=9.49	First60=9.49	PredHel=0	Topology=o
Sprs_1057	len=333	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
Sprs_1058	len=152	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1059	len=668	ExpAA=2.94	First60=0.01	PredHel=0	Topology=o
Sprs_1060	len=282	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_1061	len=189	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_1062	len=294	ExpAA=2.24	First60=2.18	PredHel=0	Topology=o
Sprs_1063	len=364	ExpAA=10.02	First60=10.01	PredHel=0	Topology=o
Sprs_1064	len=796	ExpAA=225.25	First60=0.00	PredHel=10	Topology=o210-232i263-285o305-326i333-355o385-407i433-455o475-497i565-587o602-624i770-792o
Sprs_1065	len=483	ExpAA=133.17	First60=0.00	PredHel=6	Topology=i72-94o264-286i307-329o349-371i376-398o435-457i
Sprs_1066	len=360	ExpAA=14.61	First60=6.08	PredHel=0	Topology=o
Sprs_1067	len=402	ExpAA=1.21	First60=0.72	PredHel=0	Topology=o
Sprs_1068	len=425	ExpAA=19.98	First60=0.00	PredHel=1	Topology=i251-273o
Sprs_1069	len=907	ExpAA=7.41	First60=0.01	PredHel=0	Topology=o
Sprs_1070	len=1046	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Sprs_1071	len=633	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1072	len=852	ExpAA=45.33	First60=22.61	PredHel=2	Topology=i13-35o316-338i
Sprs_1073	len=496	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1074	len=1008	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_1075	len=447	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1076	len=1067	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Sprs_1077	len=126	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1078	len=287	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1079	len=846	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1080	len=215	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1081	len=910	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1082	len=433	ExpAA=0.74	First60=0.00	PredHel=0	Topology=o
Sprs_1083	len=305	ExpAA=39.28	First60=5.16	PredHel=0	Topology=o
Sprs_1084	len=577	ExpAA=240.85	First60=10.25	PredHel=10	Topology=i102-120o130-152i159-181o196-218i304-326o341-363i372-394o409-431i443-460o475-497i
Sprs_1085	len=500	ExpAA=5.87	First60=0.00	PredHel=0	Topology=o
Sprs_1086	len=197	ExpAA=1.07	First60=1.03	PredHel=0	Topology=o
Sprs_1087	len=288	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1088	len=727	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1089	len=454	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1090	len=91	ExpAA=22.52	First60=22.52	PredHel=1	Topology=i21-43o
Sprs_1091	len=1351	ExpAA=4.69	First60=0.00	PredHel=0	Topology=o
Sprs_1092	len=166	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1093	len=232	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_1094	len=1454	ExpAA=267.15	First60=0.00	PredHel=12	Topology=o507-529i536-555o592-609i616-638o648-667i755-777o1167-1189i1196-1218o1238-1260i1273-1295o1300-1322i1428-1445o
Sprs_1095	len=1883	ExpAA=225.89	First60=22.47	PredHel=10	Topology=o15-37i138-160o204-226i692-714o742-764i785-807o822-844i884-903o907-926i946-968o
Sprs_1096	len=404	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_1097	len=550	ExpAA=267.09	First60=12.77	PredHel=11	Topology=i48-70o80-102i127-149o172-194i201-223o282-304i334-356o385-407i412-434o475-497i504-526o
Sprs_1098	len=363	ExpAA=1.61	First60=0.00	PredHel=0	Topology=o
Sprs_1099	len=1505	ExpAA=0.73	First60=0.68	PredHel=0	Topology=o
Sprs_1100	len=936	ExpAA=0.51	First60=0.00	PredHel=0	Topology=o
Sprs_1101	len=400	ExpAA=0.42	First60=0.00	PredHel=0	Topology=o
Sprs_1102	len=360	ExpAA=0.76	First60=0.00	PredHel=0	Topology=o
Sprs_1103	len=994	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Sprs_1104	len=2238	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_1105	len=537	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Sprs_1106	len=538	ExpAA=236.00	First60=4.83	PredHel=11	Topology=o53-72i93-115o125-147i194-216o236-258i292-314o329-348i355-374o384-406i418-440o450-469i
Sprs_1107	len=136	ExpAA=18.58	First60=18.48	PredHel=1	Topology=i7-24o
Sprs_1108	len=144	ExpAA=7.49	First60=7.47	PredHel=0	Topology=o
Sprs_1109	len=143	ExpAA=8.23	First60=8.23	PredHel=0	Topology=o
Sprs_1110	len=140	ExpAA=4.79	First60=4.79	PredHel=0	Topology=o
Sprs_1111	len=705	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Sprs_1112	len=297	ExpAA=0.80	First60=0.79	PredHel=0	Topology=o
Sprs_1113	len=365	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1114	len=152	ExpAA=0.63	First60=0.05	PredHel=0	Topology=o
Sprs_1115	len=963	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_1116	len=397	ExpAA=27.48	First60=0.28	PredHel=1	Topology=o242-264i
Sprs_1117	len=113	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_1118	len=285	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_1119	len=499	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1120	len=604	ExpAA=69.41	First60=41.79	PredHel=3	Topology=i5-27o31-50i178-200o
Sprs_1121	len=211	ExpAA=0.56	First60=0.00	PredHel=0	Topology=o
Sprs_1122	len=111	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1123	len=416	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1124	len=512	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_1125	len=815	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Sprs_1126	len=751	ExpAA=285.22	First60=0.00	PredHel=13	Topology=i99-121o126-143i169-191o201-223i263-285o328-350i391-410o453-475i482-504o573-595i632-654o677-699i712-734o
Sprs_1127	len=215	ExpAA=6.67	First60=6.66	PredHel=0	Topology=o
Sprs_1128	len=363	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Sprs_1129	len=633	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Sprs_1130	len=381	ExpAA=13.14	First60=11.90	PredHel=0	Topology=o
Sprs_1131	len=556	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1132	len=973	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
Sprs_1133	len=209	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Sprs_1134	len=252	ExpAA=42.86	First60=0.00	PredHel=2	Topology=o84-106i193-212o
Sprs_1135	len=951	ExpAA=0.07	First60=0.04	PredHel=0	Topology=o
Sprs_1136	len=571	ExpAA=0.56	First60=0.01	PredHel=0	Topology=o
Sprs_1137	len=153	ExpAA=2.23	First60=0.00	PredHel=0	Topology=o
Sprs_1138	len=913	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1139	len=987	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1140	len=732	ExpAA=275.28	First60=21.94	PredHel=12	Topology=o36-58i107-129o149-171i257-279o294-311i318-340o355-377i430-452o457-479i601-620o640-662i683-705o
Sprs_1141	len=336	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Sprs_1142	len=561	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1143	len=1196	ExpAA=0.36	First60=0.11	PredHel=0	Topology=o
Sprs_1144	len=1046	ExpAA=8.50	First60=8.49	PredHel=0	Topology=o
Sprs_1145	len=1352	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1146	len=461	ExpAA=24.74	First60=2.08	PredHel=1	Topology=o277-299i
Sprs_1147	len=127	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1148	len=524	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_1149	len=304	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1150	len=484	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_1151	len=2229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1152	len=355	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1153	len=867	ExpAA=19.72	First60=19.71	PredHel=1	Topology=i12-31o
Sprs_1154	len=770	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1155	len=74	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_1156	len=737	ExpAA=31.50	First60=9.53	PredHel=1	Topology=o703-725i
Sprs_1157	len=1341	ExpAA=129.47	First60=0.39	PredHel=6	Topology=o61-83i144-166o234-256i277-294o314-333i340-362o
Sprs_1158	len=407	ExpAA=177.80	First60=20.85	PredHel=8	Topology=i7-29o80-98i105-127o160-182i187-204o214-236i316-338o343-362i
Sprs_1159	len=409	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Sprs_1160	len=236	ExpAA=2.36	First60=2.33	PredHel=0	Topology=o
Sprs_1161	len=697	ExpAA=4.79	First60=0.01	PredHel=0	Topology=o
Sprs_1162	len=1245	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1163	len=968	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1164	len=628	ExpAA=264.68	First60=0.00	PredHel=12	Topology=i136-155o170-192i199-218o228-250i263-285o300-322i371-393o408-430i450-468o478-500i507-529o544-566i
Sprs_1165	len=448	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1166	len=320	ExpAA=0.19	First60=0.15	PredHel=0	Topology=o
Sprs_1167	len=485	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1168	len=726	ExpAA=1.33	First60=0.00	PredHel=0	Topology=o
Sprs_1169	len=455	ExpAA=2.95	First60=0.00	PredHel=0	Topology=o
Sprs_1170	len=624	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1171	len=736	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1172	len=403	ExpAA=16.50	First60=0.00	PredHel=0	Topology=o
Sprs_1173	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_1174	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1175	len=907	ExpAA=35.37	First60=13.76	PredHel=1	Topology=o790-812i
Sprs_1176	len=667	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_1177	len=492	ExpAA=152.63	First60=22.44	PredHel=7	Topology=o29-51i63-85o100-122i134-153o173-195i216-238o253-275i
Sprs_1178	len=400	ExpAA=22.68	First60=22.62	PredHel=1	Topology=i13-35o
Sprs_1179	len=365	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_1180	len=411	ExpAA=12.77	First60=5.94	PredHel=0	Topology=o
Sprs_1181	len=1309	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Sprs_1182	len=705	ExpAA=0.15	First60=0.04	PredHel=0	Topology=o
Sprs_1183	len=818	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_1184	len=677	ExpAA=6.35	First60=0.02	PredHel=0	Topology=o
Sprs_1185	len=474	ExpAA=49.69	First60=26.25	PredHel=2	Topology=o10-32i53-75o
Sprs_1186	len=1645	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1187	len=177	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_1188	len=365	ExpAA=0.81	First60=0.59	PredHel=0	Topology=o
Sprs_1189	len=1085	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1190	len=705	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_1191	len=220	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1192	len=173	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1193	len=141	ExpAA=0.11	First60=0.11	PredHel=0	Topology=o
Sprs_1194	len=1120	ExpAA=17.07	First60=0.09	PredHel=0	Topology=o
Sprs_1195	len=316	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1196	len=779	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1197	len=319	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Sprs_1198	len=439	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1199	len=372	ExpAA=0.33	First60=0.01	PredHel=0	Topology=o
Sprs_1200	len=933	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1201	len=462	ExpAA=2.44	First60=2.42	PredHel=0	Topology=o
Sprs_1202	len=137	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1203	len=876	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1204	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1205	len=681	ExpAA=0.23	First60=0.12	PredHel=0	Topology=o
Sprs_1206	len=206	ExpAA=0.08	First60=0.02	PredHel=0	Topology=o
Sprs_1207	len=447	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1208	len=431	ExpAA=80.40	First60=2.33	PredHel=2	Topology=o93-115i254-276o
Sprs_1209	len=2031	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Sprs_1210	len=411	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1211	len=144	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1212	len=322	ExpAA=1.04	First60=0.04	PredHel=0	Topology=o
Sprs_1213	len=1952	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1214	len=317	ExpAA=85.46	First60=31.68	PredHel=4	Topology=o15-39i52-74o84-106i113-132o
Sprs_1215	len=156	ExpAA=0.19	First60=0.18	PredHel=0	Topology=o
Sprs_1216	len=236	ExpAA=1.57	First60=1.57	PredHel=0	Topology=o
Sprs_1217	len=284	ExpAA=2.95	First60=2.90	PredHel=0	Topology=o
Sprs_1218	len=338	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1219	len=555	ExpAA=0.23	First60=0.03	PredHel=0	Topology=o
Sprs_1220	len=354	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_1221	len=390	ExpAA=154.27	First60=29.84	PredHel=5	Topology=i2-24o50-72i174-196o211-230i250-272o
Sprs_1222	len=572	ExpAA=12.04	First60=0.00	PredHel=0	Topology=o
Sprs_1223	len=537	ExpAA=1.07	First60=0.09	PredHel=0	Topology=o
Sprs_1224	len=654	ExpAA=131.93	First60=0.22	PredHel=6	Topology=o387-409i422-444o470-492i499-516o520-542i627-649o
Sprs_1225	len=868	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Sprs_1226	len=609	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
Sprs_1227	len=332	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_1228	len=427	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Sprs_1229	len=206	ExpAA=0.88	First60=0.88	PredHel=0	Topology=o
Sprs_1230	len=125	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1231	len=750	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1232	len=452	ExpAA=20.06	First60=19.96	PredHel=1	Topology=i7-29o
Sprs_1233	len=258	ExpAA=42.39	First60=29.69	PredHel=2	Topology=i21-43o53-75i
Sprs_1234	len=456	ExpAA=1.23	First60=1.23	PredHel=0	Topology=o
Sprs_1235	len=1341	ExpAA=42.71	First60=42.53	PredHel=2	Topology=o5-24i31-53o
Sprs_1236	len=662	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_1237	len=182	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Sprs_1238	len=347	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_1239	len=245	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_1240	len=967	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_1241	len=540	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Sprs_1242	len=213	ExpAA=9.42	First60=7.53	PredHel=0	Topology=o
Sprs_1243	len=305	ExpAA=7.23	First60=0.01	PredHel=0	Topology=o
Sprs_1244	len=425	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_1245	len=287	ExpAA=0.18	First60=0.04	PredHel=0	Topology=o
Sprs_1246	len=355	ExpAA=199.63	First60=0.04	PredHel=9	Topology=o63-85i92-114o140-162i174-196o211-233i246-265o280-302i307-329o333-350i
Sprs_1247	len=932	ExpAA=7.69	First60=0.00	PredHel=0	Topology=o
Sprs_1248	len=523	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_1249	len=699	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_1250	len=1085	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
