Usma_0001	len=209	ExpAA=18.77	First60=15.39	PredHel=1	Topology=i45-67o
Usma_1699	len=657	ExpAA=22.52	First60=22.39	PredHel=1	Topology=i13-35o
Usma_1700	len=1867	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
Usma_1701	len=497	ExpAA=166.97	First60=0.68	PredHel=8	Topology=i88-107o122-144i157-179o189-211i224-246o276-298i305-322o342-364i
Usma_1702	len=915	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1703	len=569	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_1704	len=157	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1705	len=288	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1706	len=527	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1707	len=859	ExpAA=10.37	First60=10.36	PredHel=0	Topology=o
Usma_1708	len=148	ExpAA=25.48	First60=25.08	PredHel=0	Topology=o
Usma_1709	len=530	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_1710	len=621	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1711	len=196	ExpAA=0.11	First60=0.09	PredHel=0	Topology=o
Usma_1712	len=773	ExpAA=2.41	First60=0.00	PredHel=0	Topology=o
Usma_1713	len=180	ExpAA=20.19	First60=0.11	PredHel=1	Topology=o78-100i
Usma_1714	len=2119	ExpAA=4.72	First60=0.00	PredHel=0	Topology=o
Usma_1715	len=575	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1716	len=474	ExpAA=0.55	First60=0.01	PredHel=0	Topology=o
Usma_1717	len=184	ExpAA=22.85	First60=0.00	PredHel=1	Topology=i160-182o
Usma_1718	len=238	ExpAA=13.74	First60=13.74	PredHel=0	Topology=o
Usma_1719	len=430	ExpAA=29.95	First60=10.13	PredHel=1	Topology=i155-177o
Usma_1720	len=110	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1721	len=348	ExpAA=22.68	First60=11.10	PredHel=0	Topology=o
Usma_1722	len=195	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1723	len=83	ExpAA=1.21	First60=1.06	PredHel=0	Topology=o
Usma_1724	len=481	ExpAA=84.73	First60=0.00	PredHel=4	Topology=i72-94o109-131i229-251o266-288i
Usma_1725	len=69	ExpAA=4.27	First60=4.27	PredHel=0	Topology=o
Usma_1726	len=218	ExpAA=1.90	First60=1.90	PredHel=0	Topology=o
Usma_1727	len=513	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1728	len=1785	ExpAA=365.93	First60=0.00	PredHel=16	Topology=o407-429i450-469o489-508i515-537o576-598i639-661o1253-1275i1306-1328o1350-1372i1393-1415o1420-1442i1513-1535o1550-1572i1592-1614o1624-1646i1750-1772o
Usma_1729	len=584	ExpAA=22.63	First60=22.15	PredHel=1	Topology=i12-34o
Usma_1730	len=600	ExpAA=146.91	First60=0.00	PredHel=7	Topology=i286-308o396-418i425-447o457-476i488-507o511-533i540-562o
Usma_1731	len=563	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1732	len=192	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Usma_1733	len=644	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1734	len=523	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Usma_1735	len=1020	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1736	len=541	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1737	len=824	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1738	len=409	ExpAA=1.28	First60=0.00	PredHel=0	Topology=o
Usma_1739	len=394	ExpAA=67.32	First60=0.00	PredHel=3	Topology=o244-266i304-326o330-352i
Usma_1740	len=213	ExpAA=0.14	First60=0.01	PredHel=0	Topology=o
Usma_1741	len=2032	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_1742	len=511	ExpAA=238.76	First60=19.50	PredHel=10	Topology=i20-38o83-105i118-140o144-166i173-195o346-368i388-410o415-437i449-471o486-503i
Usma_1743	len=454	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1744	len=56	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1745	len=460	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usma_1746	len=570	ExpAA=247.27	First60=21.27	PredHel=12	Topology=i27-49o83-105i110-132o136-155i167-189o199-221i288-310o325-347i354-376o391-413i425-447o452-474i
Usma_1747	len=1928	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1748	len=451	ExpAA=1.69	First60=0.02	PredHel=0	Topology=o
Usma_1749	len=389	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1750	len=1161	ExpAA=1.12	First60=0.01	PredHel=0	Topology=o
Usma_1751	len=125	ExpAA=0.79	First60=0.79	PredHel=0	Topology=o
Usma_1752	len=624	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_1753	len=1955	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1754	len=832	ExpAA=0.18	First60=0.18	PredHel=0	Topology=o
Usma_1755	len=381	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_1756	len=454	ExpAA=11.31	First60=0.03	PredHel=0	Topology=o
Usma_1757	len=78	ExpAA=10.18	First60=5.74	PredHel=0	Topology=o
Usma_1758	len=321	ExpAA=11.22	First60=6.33	PredHel=0	Topology=o
Usma_1759	len=154	ExpAA=24.95	First60=17.76	PredHel=0	Topology=o
Usma_1760	len=440	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1761	len=1195	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
Usma_1762	len=474	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_1763	len=981	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_1764	len=671	ExpAA=5.35	First60=1.83	PredHel=0	Topology=o
Usma_1765	len=330	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1766	len=855	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_1767	len=325	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usma_1768	len=870	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1769	len=524	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usma_1770	len=107	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usma_1771	len=497	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1772	len=906	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1773	len=1086	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usma_1774	len=292	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_1775	len=279	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1776	len=613	ExpAA=47.20	First60=22.58	PredHel=2	Topology=o33-55i439-461o
Usma_1777	len=238	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
Usma_1778	len=983	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_1779	len=740	ExpAA=20.00	First60=0.00	PredHel=1	Topology=o713-732i
Usma_1780	len=367	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1781	len=664	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_1782	len=335	ExpAA=39.62	First60=17.31	PredHel=2	Topology=i7-25o94-116i
Usma_1783	len=198	ExpAA=3.88	First60=3.85	PredHel=0	Topology=o
Usma_1784	len=1176	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_1785	len=387	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usma_1786	len=976	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Usma_1787	len=873	ExpAA=224.82	First60=0.00	PredHel=11	Topology=i142-164o174-193i200-222o232-253i266-285o295-314i327-346o387-404i425-447o524-546i589-611o
Usma_1788	len=875	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1789	len=953	ExpAA=33.05	First60=13.31	PredHel=0	Topology=o
Usma_1790	len=564	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usma_1791	len=1518	ExpAA=1.53	First60=0.00	PredHel=0	Topology=o
Usma_1792	len=1014	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1793	len=475	ExpAA=0.86	First60=0.03	PredHel=0	Topology=o
Usma_1794	len=1101	ExpAA=197.85	First60=21.35	PredHel=9	Topology=o15-37i358-380o845-867i879-901o930-952i961-983o987-1009i1016-1035o1075-1097i
Usma_1795	len=474	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usma_1796	len=172	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_1797	len=2139	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1798	len=1008	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1799	len=629	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1800	len=646	ExpAA=16.10	First60=0.64	PredHel=1	Topology=o536-553i
Usma_1801	len=348	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1802	len=113	ExpAA=2.86	First60=2.86	PredHel=0	Topology=o
Usma_1803	len=294	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1804	len=380	ExpAA=16.80	First60=16.55	PredHel=1	Topology=i7-26o
Usma_1805	len=598	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1806	len=461	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1807	len=612	ExpAA=1.24	First60=0.28	PredHel=0	Topology=o
Usma_1808	len=251	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_1809	len=612	ExpAA=22.36	First60=0.00	PredHel=1	Topology=i185-207o
Usma_1810	len=486	ExpAA=2.74	First60=1.77	PredHel=0	Topology=o
Usma_1811	len=454	ExpAA=0.41	First60=0.00	PredHel=0	Topology=o
Usma_1812	len=289	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_1813	len=455	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usma_1814	len=291	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_1815	len=729	ExpAA=0.81	First60=0.00	PredHel=0	Topology=o
Usma_1816	len=619	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1817	len=889	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_1818	len=531	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1819	len=579	ExpAA=3.33	First60=2.59	PredHel=0	Topology=o
Usma_1820	len=260	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usma_1821	len=176	ExpAA=37.12	First60=14.43	PredHel=1	Topology=o156-175i
Usma_1822	len=203	ExpAA=1.55	First60=0.06	PredHel=0	Topology=o
Usma_1823	len=355	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_1824	len=222	ExpAA=12.59	First60=12.59	PredHel=0	Topology=o
Usma_1825	len=805	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1826	len=483	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1827	len=597	ExpAA=159.72	First60=16.31	PredHel=6	Topology=o44-66i79-98o108-130i385-404o517-539i560-582o
Usma_1828	len=585	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1829	len=275	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usma_1830	len=306	ExpAA=0.53	First60=0.53	PredHel=0	Topology=o
Usma_1831	len=246	ExpAA=1.11	First60=1.10	PredHel=0	Topology=o
Usma_1832	len=299	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1833	len=612	ExpAA=236.47	First60=22.92	PredHel=10	Topology=i13-35o74-96i103-125o145-167i397-419o434-456i463-485o495-517i529-548o563-582i
Usma_1834	len=535	ExpAA=16.53	First60=0.00	PredHel=0	Topology=o
Usma_1835	len=396	ExpAA=169.17	First60=23.35	PredHel=6	Topology=i7-29o81-103i116-147o167-189i194-216o283-305i
Usma_1836	len=375	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1837	len=83	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1838	len=537	ExpAA=0.19	First60=0.04	PredHel=0	Topology=o
Usma_1839	len=434	ExpAA=0.39	First60=0.38	PredHel=0	Topology=o
Usma_1840	len=576	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usma_1841	len=1098	ExpAA=212.69	First60=0.00	PredHel=10	Topology=i83-105o109-128i306-325o335-357i814-836o846-868i897-919o939-961i990-1008o1023-1045i
Usma_1842	len=1556	ExpAA=334.94	First60=22.81	PredHel=14	Topology=o32-54i75-97o112-134i306-328o348-370i429-446o450-472i534-556o566-588i953-975o995-1017i1061-1083o1087-1109i1179-1201o
Usma_1843	len=1175	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1844	len=333	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Usma_1845	len=421	ExpAA=2.24	First60=0.00	PredHel=0	Topology=o
Usma_1846	len=610	ExpAA=0.86	First60=0.00	PredHel=0	Topology=o
Usma_1847	len=393	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
Usma_1848	len=346	ExpAA=143.54	First60=41.47	PredHel=7	Topology=o10-32i39-61o65-84i104-126o149-167i197-216o226-248i
Usma_1849	len=385	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usma_1850	len=261	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1851	len=339	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1852	len=317	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
Usma_1853	len=674	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1854	len=634	ExpAA=237.36	First60=17.55	PredHel=11	Topology=i41-63o98-120i125-147o151-173i186-208o236-258i263-285o326-348i407-429o449-471i473-495o
Usma_1855	len=121	ExpAA=0.37	First60=0.00	PredHel=0	Topology=o
Usma_1856	len=1528	ExpAA=333.59	First60=22.35	PredHel=12	Topology=o20-42i77-99o114-136i392-414o477-499i580-602o617-635i964-986o1001-1023i1077-1099o1104-1121i1187-1209o
Usma_1857	len=370	ExpAA=86.08	First60=4.81	PredHel=4	Topology=i54-76o91-113i133-155o194-212i
Usma_1858	len=81	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1859	len=139	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1860	len=764	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usma_1861	len=691	ExpAA=264.58	First60=0.00	PredHel=13	Topology=o178-200i207-229o244-263i268-290o305-327i340-359o374-396i422-444o464-486i517-539o543-565i578-600o605-622i
Usma_1862	len=747	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1863	len=215	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_1864	len=434	ExpAA=1.18	First60=0.00	PredHel=0	Topology=o
Usma_1865	len=356	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1866	len=251	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1867	len=850	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1868	len=246	ExpAA=47.23	First60=0.00	PredHel=2	Topology=i114-136o204-226i
Usma_1869	len=227	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1870	len=153	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_1871	len=462	ExpAA=1.72	First60=1.72	PredHel=0	Topology=o
Usma_1872	len=335	ExpAA=131.20	First60=1.07	PredHel=6	Topology=i92-114o134-156i169-188o223-245i252-269o284-306i
Usma_1873	len=888	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usma_1874	len=433	ExpAA=0.33	First60=0.33	PredHel=0	Topology=o
Usma_1875	len=358	ExpAA=10.06	First60=0.01	PredHel=0	Topology=o
Usma_1876	len=302	ExpAA=124.41	First60=12.95	PredHel=6	Topology=i46-63o78-100i113-131o146-168i203-222o232-254i
Usma_1877	len=238	ExpAA=16.34	First60=16.34	PredHel=1	Topology=i7-29o
Usma_1878	len=230	ExpAA=10.81	First60=10.80	PredHel=0	Topology=o
Usma_1879	len=261	ExpAA=72.28	First60=0.00	PredHel=4	Topology=i132-150o165-182i189-208o228-250i
Usma_1880	len=121	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_1881	len=334	ExpAA=123.45	First60=22.88	PredHel=5	Topology=i7-29o61-83i96-115o120-142i187-209o
Usma_1882	len=426	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_1883	len=161	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1884	len=333	ExpAA=106.28	First60=0.19	PredHel=5	Topology=o132-154i167-189o209-228i235-257o277-299i
Usma_1885	len=627	ExpAA=4.34	First60=4.34	PredHel=0	Topology=o
Usma_1886	len=448	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Usma_1887	len=304	ExpAA=9.26	First60=9.26	PredHel=0	Topology=o
Usma_1888	len=139	ExpAA=71.10	First60=24.08	PredHel=3	Topology=o10-32i78-100o110-132i
Usma_1889	len=804	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1890	len=1124	ExpAA=0.34	First60=0.02	PredHel=0	Topology=o
Usma_1891	len=424	ExpAA=171.01	First60=0.00	PredHel=8	Topology=i72-94o114-136i149-168o173-195i208-230o250-272i277-296o311-333i
Usma_1892	len=383	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Usma_1893	len=571	ExpAA=0.41	First60=0.00	PredHel=0	Topology=o
Usma_1894	len=329	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1895	len=430	ExpAA=5.77	First60=5.76	PredHel=0	Topology=o
Usma_1896	len=657	ExpAA=195.65	First60=0.41	PredHel=9	Topology=i64-86o113-135i137-159o163-185i206-225o235-257i270-291o301-323i330-352o
Usma_1897	len=399	ExpAA=47.73	First60=17.91	PredHel=0	Topology=o
Usma_1898	len=338	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1899	len=222	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_1900	len=128	ExpAA=0.28	First60=0.28	PredHel=0	Topology=o
Usma_1901	len=398	ExpAA=6.69	First60=6.69	PredHel=0	Topology=o
Usma_1902	len=738	ExpAA=11.94	First60=0.00	PredHel=0	Topology=o
Usma_1903	len=503	ExpAA=39.88	First60=0.01	PredHel=0	Topology=o
Usma_1904	len=388	ExpAA=133.56	First60=24.72	PredHel=6	Topology=i7-29o60-79i99-121o131-153i173-192o207-229i
Usma_1905	len=709	ExpAA=0.67	First60=0.25	PredHel=0	Topology=o
Usma_1906	len=81	ExpAA=0.20	First60=0.03	PredHel=0	Topology=i
Usma_1907	len=439	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Usma_1908	len=289	ExpAA=19.38	First60=19.38	PredHel=1	Topology=i5-24o
Usma_1909	len=295	ExpAA=5.88	First60=5.87	PredHel=0	Topology=o
Usma_1910	len=438	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1911	len=336	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1912	len=465	ExpAA=24.23	First60=0.00	PredHel=1	Topology=o400-422i
Usma_1913	len=607	ExpAA=224.63	First60=0.00	PredHel=10	Topology=i104-126o136-158i183-200o215-234i255-277o297-315i381-403o408-430i442-464o564-586i
Usma_1914	len=479	ExpAA=15.70	First60=0.00	PredHel=0	Topology=o
Usma_1915	len=281	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1916	len=346	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_1917	len=223	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1918	len=313	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
Usma_1919	len=858	ExpAA=0.95	First60=0.00	PredHel=0	Topology=o
Usma_1920	len=240	ExpAA=11.75	First60=11.73	PredHel=0	Topology=o
Usma_1921	len=395	ExpAA=19.82	First60=19.77	PredHel=1	Topology=i7-29o
Usma_1922	len=292	ExpAA=0.32	First60=0.07	PredHel=0	Topology=o
Usma_1923	len=387	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1924	len=357	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1925	len=227	ExpAA=21.15	First60=20.55	PredHel=1	Topology=i5-27o
Usma_1926	len=307	ExpAA=0.11	First60=0.10	PredHel=0	Topology=o
Usma_1927	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1928	len=1653	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1929	len=510	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usma_1930	len=86	ExpAA=39.50	First60=30.71	PredHel=2	Topology=o23-40i47-69o
Usma_1931	len=1163	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
Usma_1932	len=594	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1933	len=703	ExpAA=0.92	First60=0.91	PredHel=0	Topology=o
Usma_1934	len=1078	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
Usma_1935	len=294	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_1936	len=471	ExpAA=129.48	First60=2.82	PredHel=5	Topology=i97-119o148-170i177-199o226-248i268-287o
Usma_1937	len=709	ExpAA=91.00	First60=0.00	PredHel=4	Topology=i140-162o184-206i489-511o531-553i
Usma_1938	len=501	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1939	len=764	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1940	len=647	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1941	len=563	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1942	len=744	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1943	len=395	ExpAA=9.52	First60=0.06	PredHel=0	Topology=o
Usma_1944	len=476	ExpAA=35.88	First60=0.00	PredHel=1	Topology=o361-383i
Usma_1945	len=99	ExpAA=45.38	First60=24.85	PredHel=2	Topology=i21-43o58-80i
Usma_1946	len=601	ExpAA=288.47	First60=0.00	PredHel=13	Topology=o85-107i114-131o163-185i198-215o225-247i254-276o286-308i315-337o357-376i440-462o472-494i539-561o576-598i
Usma_1947	len=247	ExpAA=15.45	First60=0.00	PredHel=0	Topology=o
Usma_1948	len=104	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_1949	len=414	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_1950	len=557	ExpAA=22.98	First60=22.23	PredHel=1	Topology=i9-31o
Usma_1951	len=727	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Usma_1952	len=215	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1953	len=243	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1954	len=189	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1955	len=675	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1956	len=188	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1957	len=232	ExpAA=10.92	First60=6.41	PredHel=0	Topology=o
Usma_1958	len=451	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Usma_1959	len=312	ExpAA=0.16	First60=0.15	PredHel=0	Topology=o
Usma_1960	len=662	ExpAA=13.55	First60=13.54	PredHel=0	Topology=o
Usma_1961	len=512	ExpAA=1.59	First60=1.59	PredHel=0	Topology=o
Usma_1962	len=393	ExpAA=76.33	First60=26.58	PredHel=2	Topology=o4-21i42-64o
Usma_1963	len=658	ExpAA=0.54	First60=0.35	PredHel=0	Topology=o
Usma_1964	len=461	ExpAA=6.71	First60=6.70	PredHel=0	Topology=o
Usma_1965	len=620	ExpAA=0.10	First60=0.08	PredHel=0	Topology=o
Usma_1966	len=195	ExpAA=22.66	First60=22.42	PredHel=1	Topology=o10-32i
Usma_1967	len=357	ExpAA=2.84	First60=0.00	PredHel=0	Topology=o
Usma_1968	len=454	ExpAA=215.28	First60=0.00	PredHel=10	Topology=i92-111o126-143i163-185o195-212i225-247o262-284i296-318o333-355i376-395o400-422i
Usma_1969	len=557	ExpAA=42.52	First60=33.34	PredHel=2	Topology=o15-34i47-69o
Usma_1970	len=87	ExpAA=45.67	First60=30.59	PredHel=2	Topology=i7-29o52-74i
Usma_1971	len=866	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1972	len=588	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usma_1973	len=200	ExpAA=60.97	First60=0.00	PredHel=3	Topology=i94-116o126-145i148-170o
Usma_1974	len=964	ExpAA=12.92	First60=0.00	PredHel=0	Topology=o
Usma_1975	len=145	ExpAA=0.12	First60=0.09	PredHel=0	Topology=o
Usma_1976	len=539	ExpAA=258.44	First60=17.59	PredHel=12	Topology=i42-64o89-108i115-137o141-163i189-211o221-243i264-286o315-337i344-364o374-396i408-430o445-467i
Usma_1977	len=540	ExpAA=27.57	First60=0.01	PredHel=1	Topology=o513-535i
Usma_1978	len=277	ExpAA=0.13	First60=0.11	PredHel=0	Topology=o
Usma_1979	len=1006	ExpAA=17.08	First60=16.36	PredHel=0	Topology=o
Usma_1980	len=629	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_1981	len=692	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_1982	len=725	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usma_1983	len=409	ExpAA=1.00	First60=0.00	PredHel=0	Topology=o
Usma_1984	len=191	ExpAA=88.30	First60=22.30	PredHel=4	Topology=i21-43o82-104i116-138o153-175i
Usma_1985	len=746	ExpAA=0.98	First60=0.00	PredHel=0	Topology=o
Usma_1986	len=317	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_1987	len=543	ExpAA=27.45	First60=0.00	PredHel=1	Topology=o517-539i
Usma_1988	len=434	ExpAA=45.12	First60=22.27	PredHel=2	Topology=i12-34o83-105i
Usma_1989	len=63	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usma_1990	len=340	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Usma_1991	len=599	ExpAA=267.63	First60=0.00	PredHel=12	Topology=i106-128o167-184i191-213o252-274i295-314o324-342i363-382o397-419i431-450o460-482i495-517o559-581i
Usma_1992	len=232	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_1993	len=308	ExpAA=41.20	First60=39.03	PredHel=2	Topology=i16-38o42-63i
Usma_1994	len=354	ExpAA=0.45	First60=0.00	PredHel=0	Topology=o
Usma_1995	len=589	ExpAA=2.78	First60=2.78	PredHel=0	Topology=o
Usma_1996	len=74	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_1997	len=583	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
Usma_1998	len=1006	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_1999	len=126	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2000	len=728	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2001	len=611	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_2002	len=494	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2003	len=275	ExpAA=1.92	First60=0.64	PredHel=0	Topology=o
