Usho_0001	len=154	ExpAA=21.23	First60=4.72	PredHel=1	Topology=i56-78o
Usho_1021	len=395	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_1022	len=225	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1023	len=634	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1024	len=2261	ExpAA=1.02	First60=0.00	PredHel=0	Topology=o
Usho_1025	len=539	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1026	len=520	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1027	len=1005	ExpAA=0.28	First60=0.22	PredHel=0	Topology=o
Usho_1028	len=204	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1029	len=499	ExpAA=39.10	First60=11.62	PredHel=2	Topology=o48-70i77-94o
Usho_1030	len=290	ExpAA=21.03	First60=0.00	PredHel=1	Topology=i260-282o
Usho_1031	len=218	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usho_1032	len=938	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1033	len=232	ExpAA=1.78	First60=0.00	PredHel=0	Topology=o
Usho_1034	len=175	ExpAA=0.87	First60=0.00	PredHel=0	Topology=o
Usho_1035	len=766	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1036	len=663	ExpAA=0.47	First60=0.00	PredHel=0	Topology=o
Usho_1037	len=822	ExpAA=67.58	First60=2.20	PredHel=0	Topology=o
Usho_1038	len=203	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1039	len=757	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1040	len=57	ExpAA=4.74	First60=4.74	PredHel=0	Topology=i
Usho_1041	len=593	ExpAA=14.95	First60=14.95	PredHel=0	Topology=o
Usho_1042	len=342	ExpAA=9.96	First60=0.01	PredHel=0	Topology=o
Usho_1043	len=387	ExpAA=2.76	First60=0.43	PredHel=0	Topology=o
Usho_1044	len=142	ExpAA=0.15	First60=0.14	PredHel=0	Topology=o
Usho_1045	len=32	ExpAA=12.96	First60=12.96	PredHel=1	Topology=i12-29o
Usho_1046	len=1571	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_1047	len=475	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1048	len=227	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1049	len=310	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1050	len=292	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usho_1051	len=637	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_1052	len=282	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
Usho_1053	len=164	ExpAA=7.88	First60=0.00	PredHel=0	Topology=o
Usho_1054	len=306	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usho_1055	len=303	ExpAA=110.19	First60=20.41	PredHel=5	Topology=o36-55i75-97o171-193i214-234o249-268i
Usho_1056	len=541	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1057	len=280	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1058	len=399	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usho_1059	len=875	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1060	len=1508	ExpAA=61.72	First60=0.56	PredHel=3	Topology=i78-100o131-153i160-182o
Usho_1061	len=675	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1062	len=339	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1063	len=764	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Usho_1064	len=959	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1065	len=847	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1066	len=930	ExpAA=0.36	First60=0.00	PredHel=0	Topology=o
Usho_1067	len=383	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1068	len=266	ExpAA=0.31	First60=0.31	PredHel=0	Topology=o
Usho_1069	len=594	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_1070	len=498	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_1071	len=898	ExpAA=0.54	First60=0.00	PredHel=0	Topology=o
Usho_1072	len=542	ExpAA=0.25	First60=0.24	PredHel=0	Topology=o
Usho_1073	len=573	ExpAA=1.12	First60=0.00	PredHel=0	Topology=o
Usho_1074	len=257	ExpAA=25.51	First60=18.27	PredHel=1	Topology=i5-27o
Usho_1075	len=608	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1076	len=517	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1077	len=1359	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1078	len=290	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1079	len=697	ExpAA=85.73	First60=0.00	PredHel=4	Topology=o420-442i449-471o486-508i553-575o
Usho_1080	len=379	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1081	len=716	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1082	len=562	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1083	len=99	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1084	len=1047	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1085	len=214	ExpAA=9.21	First60=0.00	PredHel=0	Topology=o
Usho_1086	len=815	ExpAA=1.38	First60=0.00	PredHel=0	Topology=o
Usho_1087	len=324	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1088	len=1211	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
Usho_1089	len=572	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_1090	len=808	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1091	len=325	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1092	len=584	ExpAA=4.78	First60=0.00	PredHel=0	Topology=o
Usho_1093	len=417	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1094	len=79	ExpAA=6.38	First60=6.38	PredHel=0	Topology=o
Usho_1095	len=193	ExpAA=20.93	First60=20.93	PredHel=1	Topology=i7-26o
Usho_1096	len=90	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1097	len=487	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1098	len=868	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1099	len=73	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usho_1100	len=1139	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
Usho_1101	len=199	ExpAA=59.59	First60=0.60	PredHel=3	Topology=i92-114o134-156i169-191o
Usho_1102	len=345	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1103	len=1912	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Usho_1104	len=869	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1105	len=277	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1106	len=572	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1107	len=230	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usho_1108	len=705	ExpAA=55.35	First60=0.00	PredHel=2	Topology=i120-142o394-416i
Usho_1109	len=273	ExpAA=8.58	First60=8.47	PredHel=0	Topology=o
Usho_1110	len=844	ExpAA=7.24	First60=0.11	PredHel=0	Topology=o
Usho_1111	len=301	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1112	len=430	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1113	len=744	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1114	len=313	ExpAA=0.21	First60=0.00	PredHel=0	Topology=o
Usho_1115	len=847	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1116	len=375	ExpAA=2.38	First60=2.37	PredHel=0	Topology=o
Usho_1117	len=481	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_1118	len=470	ExpAA=60.24	First60=11.87	PredHel=3	Topology=i51-73o93-115i159-178o
Usho_1119	len=232	ExpAA=18.93	First60=18.91	PredHel=1	Topology=i7-29o
Usho_1120	len=861	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1121	len=837	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1122	len=579	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_1123	len=293	ExpAA=22.31	First60=22.31	PredHel=1	Topology=i7-29o
Usho_1124	len=684	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_1125	len=1063	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usho_1126	len=560	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1127	len=588	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1128	len=622	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usho_1129	len=330	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1130	len=591	ExpAA=0.14	First60=0.13	PredHel=0	Topology=o
Usho_1131	len=372	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1132	len=839	ExpAA=15.45	First60=15.45	PredHel=1	Topology=i7-26o
Usho_1133	len=601	ExpAA=235.96	First60=20.37	PredHel=11	Topology=i41-63o83-105i114-136o140-162i171-193o208-230i318-340o355-377i384-406o416-438i482-504o
Usho_1134	len=673	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usho_1135	len=452	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usho_1136	len=749	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1137	len=313	ExpAA=0.30	First60=0.01	PredHel=0	Topology=o
Usho_1138	len=552	ExpAA=0.24	First60=0.17	PredHel=0	Topology=o
Usho_1139	len=502	ExpAA=3.00	First60=0.00	PredHel=0	Topology=o
Usho_1140	len=260	ExpAA=131.68	First60=0.39	PredHel=6	Topology=i60-82o92-114i121-143o163-185i192-211o222-244i
Usho_1141	len=140	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1142	len=301	ExpAA=130.95	First60=0.00	PredHel=6	Topology=i105-127o132-154i161-183o208-227i234-256o261-283i
Usho_1143	len=418	ExpAA=16.44	First60=8.27	PredHel=0	Topology=o
Usho_1144	len=53	ExpAA=16.40	First60=16.40	PredHel=1	Topology=o4-21i
Usho_1145	len=972	ExpAA=0.48	First60=0.00	PredHel=0	Topology=o
Usho_1146	len=791	ExpAA=190.46	First60=0.76	PredHel=6	Topology=o248-270i291-313o358-380i408-427o437-456i477-496o
Usho_1147	len=225	ExpAA=43.44	First60=0.00	PredHel=2	Topology=i63-85o95-117i
Usho_1148	len=547	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1149	len=656	ExpAA=111.83	First60=13.48	PredHel=5	Topology=i46-68o88-110i117-136o146-168i204-226o
Usho_1150	len=473	ExpAA=154.24	First60=22.70	PredHel=5	Topology=o182-200i300-322o364-386i391-413o417-436i
Usho_1151	len=228	ExpAA=0.01	First60=0.00	PredHel=0	Topology=i
Usho_1152	len=441	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1153	len=1233	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1154	len=355	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Usho_1155	len=437	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1156	len=304	ExpAA=15.92	First60=15.91	PredHel=1	Topology=i13-35o
Usho_1157	len=151	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Usho_1158	len=609	ExpAA=24.65	First60=0.07	PredHel=1	Topology=i234-256o
Usho_1159	len=968	ExpAA=21.71	First60=21.71	PredHel=1	Topology=i12-34o
Usho_1160	len=2175	ExpAA=0.74	First60=0.00	PredHel=0	Topology=o
Usho_1161	len=346	ExpAA=6.98	First60=0.01	PredHel=0	Topology=o
Usho_1162	len=422	ExpAA=12.87	First60=9.12	PredHel=0	Topology=o
Usho_1163	len=622	ExpAA=22.88	First60=0.00	PredHel=1	Topology=i142-164o
Usho_1164	len=2167	ExpAA=0.53	First60=0.00	PredHel=0	Topology=o
Usho_1165	len=218	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1166	len=403	ExpAA=0.44	First60=0.00	PredHel=0	Topology=o
Usho_1167	len=385	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Usho_1168	len=336	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
Usho_1169	len=482	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_1170	len=81	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usho_1171	len=490	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1172	len=431	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1173	len=158	ExpAA=11.79	First60=11.79	PredHel=0	Topology=o
Usho_1174	len=906	ExpAA=89.17	First60=0.00	PredHel=4	Topology=o367-389i396-415o788-810i823-845o
Usho_1175	len=505	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usho_1176	len=253	ExpAA=43.22	First60=20.95	PredHel=2	Topology=i13-35o143-165i
Usho_1177	len=611	ExpAA=14.98	First60=6.88	PredHel=0	Topology=o
Usho_1178	len=140	ExpAA=43.26	First60=20.81	PredHel=2	Topology=i7-26o117-139i
Usho_1179	len=394	ExpAA=0.53	First60=0.04	PredHel=0	Topology=o
Usho_1180	len=610	ExpAA=2.03	First60=0.94	PredHel=0	Topology=o
Usho_1181	len=1128	ExpAA=0.25	First60=0.22	PredHel=0	Topology=o
Usho_1182	len=1195	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1183	len=62	ExpAA=22.11	First60=22.11	PredHel=1	Topology=i19-41o
Usho_1184	len=1333	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1185	len=337	ExpAA=22.80	First60=22.80	PredHel=1	Topology=i5-27o
Usho_1186	len=397	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1187	len=567	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1188	len=548	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1189	len=1006	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1190	len=565	ExpAA=19.89	First60=0.00	PredHel=1	Topology=i202-221o
Usho_1191	len=286	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1192	len=332	ExpAA=114.53	First60=24.16	PredHel=4	Topology=o38-60i195-217o243-265i310-329o
Usho_1193	len=760	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_1194	len=253	ExpAA=22.55	First60=0.00	PredHel=1	Topology=o157-179i
Usho_1195	len=620	ExpAA=238.43	First60=0.00	PredHel=11	Topology=o130-152i164-186o196-218i238-260o275-297i379-401o421-438i451-473o499-521i534-553o563-585i
Usho_1196	len=907	ExpAA=282.22	First60=8.31	PredHel=12	Topology=o100-122i135-154o258-280i301-323o343-365i378-397o489-511i518-540o555-577i590-612o650-672i679-701o
Usho_1197	len=291	ExpAA=0.38	First60=0.38	PredHel=0	Topology=o
Usho_1198	len=985	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1199	len=326	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1200	len=362	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usho_1201	len=1575	ExpAA=0.71	First60=0.00	PredHel=0	Topology=o
Usho_1202	len=262	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1203	len=1063	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1204	len=161	ExpAA=23.11	First60=12.18	PredHel=1	Topology=o50-72i
Usho_1205	len=815	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1206	len=250	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1207	len=559	ExpAA=30.88	First60=8.08	PredHel=1	Topology=o506-528i
Usho_1208	len=232	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1209	len=387	ExpAA=2.18	First60=2.14	PredHel=0	Topology=o
Usho_1210	len=501	ExpAA=0.21	First60=0.01	PredHel=0	Topology=o
Usho_1211	len=189	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1212	len=672	ExpAA=4.21	First60=0.00	PredHel=0	Topology=o
Usho_1213	len=767	ExpAA=11.26	First60=0.00	PredHel=0	Topology=o
Usho_1214	len=441	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1215	len=477	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1216	len=637	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usho_1217	len=450	ExpAA=0.15	First60=0.14	PredHel=0	Topology=o
Usho_1218	len=120	ExpAA=1.74	First60=1.15	PredHel=0	Topology=i
Usho_1219	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1220	len=716	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
Usho_1221	len=893	ExpAA=3.81	First60=0.01	PredHel=0	Topology=o
Usho_1222	len=174	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usho_1223	len=768	ExpAA=1.01	First60=0.00	PredHel=0	Topology=o
Usho_1224	len=1466	ExpAA=265.37	First60=0.33	PredHel=12	Topology=i194-216o252-274i326-345o350-372i428-450o460-482i881-903o939-961i1011-1033o1043-1065i1120-1142o1157-1179i
Usho_1225	len=946	ExpAA=4.44	First60=0.00	PredHel=0	Topology=o
Usho_1226	len=97	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1227	len=363	ExpAA=172.40	First60=21.99	PredHel=8	Topology=i9-31o67-85i98-120o125-147i199-221o241-263i276-298o311-333i
Usho_1228	len=340	ExpAA=61.27	First60=22.11	PredHel=2	Topology=i12-34o164-186i
Usho_1229	len=1159	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
Usho_1230	len=1405	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1231	len=141	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1232	len=174	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1233	len=760	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1234	len=61	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1235	len=1419	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1236	len=845	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_1237	len=333	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1238	len=328	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1239	len=151	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1240	len=554	ExpAA=253.23	First60=5.65	PredHel=11	Topology=o57-79i86-108o137-159i166-183o193-215i245-267o287-309i383-402o417-439i459-481o491-510i
Usho_1241	len=2157	ExpAA=2.41	First60=0.00	PredHel=0	Topology=o
Usho_1242	len=135	ExpAA=15.25	First60=15.25	PredHel=1	Topology=o4-26i
Usho_1243	len=1074	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_1244	len=1601	ExpAA=1.49	First60=0.00	PredHel=0	Topology=o
Usho_1245	len=317	ExpAA=0.12	First60=0.07	PredHel=0	Topology=o
Usho_1246	len=955	ExpAA=94.41	First60=0.00	PredHel=2	Topology=o651-673i717-739o
Usho_1247	len=424	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usho_1248	len=668	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usho_1249	len=132	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Usho_1250	len=256	ExpAA=0.59	First60=0.00	PredHel=0	Topology=o
Usho_1251	len=92	ExpAA=0.12	First60=0.11	PredHel=0	Topology=i
Usho_1252	len=103	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1253	len=612	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1254	len=78	ExpAA=0.13	First60=0.02	PredHel=0	Topology=o
Usho_1255	len=635	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_1256	len=365	ExpAA=22.73	First60=0.00	PredHel=1	Topology=o340-362i
Usho_1257	len=1261	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1258	len=130	ExpAA=20.56	First60=0.00	PredHel=1	Topology=i75-94o
Usho_1259	len=547	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1260	len=124	ExpAA=42.04	First60=24.79	PredHel=2	Topology=i25-47o57-79i
Usho_1261	len=222	ExpAA=0.46	First60=0.43	PredHel=0	Topology=o
Usho_1262	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1263	len=616	ExpAA=1.00	First60=0.00	PredHel=0	Topology=o
Usho_1264	len=187	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1265	len=661	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1266	len=658	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usho_1267	len=435	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1268	len=1441	ExpAA=0.63	First60=0.00	PredHel=0	Topology=o
Usho_1269	len=405	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1271	len=426	ExpAA=21.17	First60=19.95	PredHel=1	Topology=i7-29o
Usho_1272	len=230	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1273	len=378	ExpAA=0.31	First60=0.05	PredHel=0	Topology=o
Usho_1274	len=299	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1275	len=270	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Usho_1276	len=904	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1277	len=836	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1278	len=297	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1279	len=486	ExpAA=5.60	First60=0.00	PredHel=0	Topology=o
Usho_1280	len=106	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usho_1282	len=888	ExpAA=4.00	First60=4.00	PredHel=0	Topology=o
Usho_1283	len=1061	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1284	len=172	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usho_1285	len=609	ExpAA=0.40	First60=0.00	PredHel=0	Topology=o
Usho_1286	len=227	ExpAA=2.28	First60=1.92	PredHel=0	Topology=o
Usho_1287	len=410	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1288	len=750	ExpAA=290.75	First60=0.00	PredHel=14	Topology=i100-122o126-145i166-188o203-221i262-284o327-349i390-409o452-474i481-503o531-553i573-595o637-659i672-694o709-731i
Usho_1289	len=197	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1290	len=274	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1291	len=1459	ExpAA=238.59	First60=0.00	PredHel=11	Topology=i84-106o111-130i137-159o164-186i207-229o239-261i266-288o1010-1032i1039-1061o1066-1083i1104-1123o
Usho_1292	len=353	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
Usho_1293	len=681	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_1294	len=330	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1295	len=210	ExpAA=0.36	First60=0.13	PredHel=0	Topology=o
Usho_1296	len=391	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usho_1297	len=321	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1298	len=280	ExpAA=3.15	First60=1.30	PredHel=0	Topology=o
Usho_1299	len=390	ExpAA=5.49	First60=1.47	PredHel=0	Topology=o
Usho_1300	len=446	ExpAA=22.42	First60=20.45	PredHel=1	Topology=i40-62o
Usho_1301	len=428	ExpAA=133.32	First60=11.81	PredHel=5	Topology=o176-195i232-254o274-296i317-336o341-363i
Usho_1302	len=167	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usho_1303	len=355	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usho_1304	len=420	ExpAA=131.01	First60=4.76	PredHel=3	Topology=i57-74o84-101i175-197o
Usho_1305	len=1202	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1306	len=321	ExpAA=1.99	First60=0.25	PredHel=0	Topology=o
Usho_1307	len=1158	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1308	len=103	ExpAA=24.80	First60=21.09	PredHel=1	Topology=o15-37i
Usho_1309	len=108	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1310	len=112	ExpAA=1.21	First60=0.01	PredHel=0	Topology=o
Usho_1311	len=99	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usho_1312	len=211	ExpAA=9.67	First60=3.74	PredHel=0	Topology=o
Usho_1313	len=596	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_1314	len=191	ExpAA=3.89	First60=3.89	PredHel=0	Topology=o
Usho_1315	len=634	ExpAA=21.33	First60=0.00	PredHel=1	Topology=i119-141o
Usho_1316	len=904	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1317	len=214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1318	len=484	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1319	len=609	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1320	len=328	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_1321	len=427	ExpAA=22.00	First60=21.99	PredHel=1	Topology=i21-43o
Usho_1322	len=101	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1323	len=631	ExpAA=1.29	First60=0.00	PredHel=0	Topology=o
Usho_1324	len=584	ExpAA=24.26	First60=0.04	PredHel=1	Topology=o529-551i
Usho_1325	len=359	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1326	len=353	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1327	len=654	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_1328	len=1096	ExpAA=0.63	First60=0.00	PredHel=0	Topology=o
Usho_1329	len=593	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1330	len=789	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1331	len=896	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_1332	len=151	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_1333	len=1321	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1334	len=542	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1335	len=575	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1336	len=934	ExpAA=256.45	First60=0.00	PredHel=11	Topology=o461-483i503-534o554-576i597-619o683-705i726-744o754-771i780-802o817-851i864-886o906-928i
Usho_1337	len=433	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_1338	len=255	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_1339	len=1279	ExpAA=35.29	First60=0.00	PredHel=0	Topology=o
Usho_1340	len=338	ExpAA=2.14	First60=0.00	PredHel=0	Topology=o
Usho_1341	len=78	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
